FID,CRN,course_num,campus,credits,course_name,course_type,building,room_num,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,start,end,Time,size,max_size,instructor,OBJECTID,BIN,FCODE,ADDRESS,BASE_ELEVA,APPROX_HGT,MAX_HGT,PARCEL_ID_,PARCEL_I_1,Shape__Are,Shape__Len,landuse,Shape_Leng,Shape_Area
3227,23855,"NSCI 2001, 003",Main,3,Functional Neuroanatomy,Lecture,Weiss Hall,0B032,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,20,20,Mansi Shah (Primary) Nola Storey,22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
74,20900,"PSY 2401, 002",Main,3,Foundations of Social Psychology,Class,Weiss Hall,0B037,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,65,65,Chelsea Helion (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
75,5000,"PSY 2402, 001",Main,3,Foundations of Industrial and Organizational Psychology,Class,Weiss Hall,0B035,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,22,49,Donald A. Hantula (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
81,6611,"PSY 2991, 001",Main,4,Honors Research I,Class,Weiss Hall,711,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,49,49,Kathy Hirsh-Pasek (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
94,45313,"PSY 3096, 006",Main,3,Conducting Psychological Research,Class,Weiss Hall,400,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,20,20,Pamela J. Shapiro (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
493,51217,"CSCD 1296, 004",Main,3,Studies in Psycholinguistics,Class,Weiss Hall,351,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,0,15,Brian D. McHugh (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
2805,6612,"PSY 3991, 001",Main,3,Honors Research II,Class,Weiss Hall,711,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,49,49,Kathy Hirsh-Pasek (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
4720,21579,"PSY 4696, 004",Main,3,Capstone in Psychology: Psychology Through Food,Class,Weiss Hall,517,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,18,20,Thomas F. Shipley (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
4784,29706,"ENST 0842, 001",Main,3,Sustainable Environments,Class,Weiss Hall,0B032,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,74,90,Kolson Schlosser (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
4946,6613,"PSY 4991, 001",Main,3,Honors Research III,Class,Weiss Hall,711,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,49,49,Kathy Hirsh-Pasek (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
4947,6615,"PSY 4996, 001",Main,4,Honors Capstone,Class,Weiss Hall,711,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,49,49,Kathy Hirsh-Pasek (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
7385,41658,"AOD 2201, 001",Main,3,Research Methods,Class,Weiss Hall,312,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,29,30,Dom Daniels (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
3237,23146,"NSCI 4197, 001",Main,4,Capstone in Neuroscience,Class,Weiss Hall,642,No,Tuesday,Wednesday,Thursday,No,No,No,11:40�AM,01:20�PM,Morning,18,20,Rani Vasudeva (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
3242,29558,"NSCI 5001, 001",Main,3,Systems and Behavioral Neuroscience,Class,Weiss Hall,704,No,No,No,No,Friday,No,No,12:00�PM,02:30�PM,Afternoon,11,25,Cynthia Gooch (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
7511,2121,"PSY 0816, 003",Main,3,Workings of the Mind,Recitation,Weiss Hall,517,No,No,No,No,Friday,No,No,12:00�PM,12:50�PM,Afternoon,14,28,Andrew Karpinski (Primary) Kyler R. Lehrbach,22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
7553,21662,"PSY 1003, 010",Main,3,Statistics for Psychology,Laboratory,Weiss Hall,640,No,No,No,No,Friday,No,No,12:00�PM,12:50�PM,Afternoon,25,25,Isabelle Chang (Primary) Grace Bennett-Pierre,22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
73,7166,"PSY 2401, 001",Main,3,Foundations of Social Psychology,Class,Weiss Hall,0B032,Monday,No,No,No,Friday,No,No,12:00�PM,12:50�PM,Afternoon,65,65,Melinda Mattingly (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
1363,4690,"ENG 0802, 017",Main,4,Analytical Reading and Writing,Class,Weiss Hall,711,Monday,No,No,No,No,No,No,12:00�PM,01:40�PM,Afternoon,23,23,Jami Benton (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
1802,44235,"CPSY 5699, 003",Main,3,"Crisis Prevention, Intervention, and Consultation",Class,Weiss Hall,312,No,No,No,Thursday,No,No,No,12:30�PM,03:00�PM,Afternoon,12,18,Heidi Hutman (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
59,21653,"PSY 1004, 002",Main,3,Critical Thinking in Psychology,Class,Weiss Hall,0B032,No,Tuesday,Wednesday,Thursday,No,No,No,12:30�PM,01:50�PM,Afternoon,99,110,Isabelle Chang (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
93,37840,"PSY 3096, 005",Main,3,Conducting Psychological Research,Class,Weiss Hall,400,No,Tuesday,Wednesday,Thursday,No,No,No,12:30�PM,01:50�PM,Afternoon,20,20,Melissa Auerbach (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
3234,35052,"NSCI 3096, 002",Main,3,Conducting Neuroscience Research,Class,Weiss Hall,711,No,Tuesday,Wednesday,Thursday,No,No,No,12:30�PM,01:50�PM,Afternoon,20,20,Cynthia Gooch (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
4723,42063,"PSY 4696, 009",Main,3,Capstone in Psychology: Psychology in Education,Class,Weiss Hall,517,No,Tuesday,Wednesday,Thursday,No,No,No,12:30�PM,01:50�PM,Afternoon,20,20,Elizabeth Gunderson (Primary),22814375,1003857,1810,1701-11 N 13TH ST,87.9,130,176,508330,PWD,2240.375,309.981328,Civic/Institution,778.8263149,14143.32788
354,49315,"CHEM 4496, 002",Main,4,Research Techniques in Biochemistry,Lecture,Wachman Hall,408,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,30,30,Vladi Wilent (Primary),,,,,,,,,,,,,,
262,8842,"PHYS 2796, 001",Main,4,Introduction to Modern Physics,Lecture,Wachman Hall,15,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,7,15,Xiaojun Xu  Matthew Newby (Primary),,,,,,,,,,,,,,
263,19778,"PHYS 2796, 002",Main,4,Introduction to Modern Physics,Lecture,Wachman Hall,15,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,2,15,Xiaojun Xu  Matthew Newby (Primary),,,,,,,,,,,,,,
472,46945,"PR 4102, 002",Main,3,Public Relations Portfolio,Class,Wachman Hall,114,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,15,25,"Steve Ryan, MS, APR (Primary)",,,,,,,,,,,,,,
3582,2441,"IH 0851, 028",Main,3,Intellectual Heritage I: The Good Life,Class,Wachman Hall,109,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,28,28,John A. Dern (Primary),,,,,,,,,,,,,,
3913,29921,"CIS 0822, 002",Main,3,Technological Horizons: Information Technology in the 21st Century,Class,Wachman Hall,9,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,30,30,Christopher Biehl (Primary),,,,,,,,,,,,,,
4879,46127,"ECON 1101, 006",Main,3,Macroeconomic Principles,Class,Wachman Hall,108,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,40,40,Christopher M. Swann (Primary),,,,,,,,,,,,,,
5446,37229,"MATH 3031, 001",Main,3,Probability Theory I,Class,Wachman Hall,407,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,46,46,Wei-Shih Yang (Primary),,,,,,,,,,,,,,
5457,50060,"MATH 4063, 001",Main,3,Topology I,Class,Wachman Hall,10,Monday,No,No,No,Friday,No,No,01:00�PM,01:50�PM,Afternoon,6,30,Igor Rivin (Primary),,,,,,,,,,,,,,
7636,10750,"PHYS 1021, 003",Main,4,Introduction to General Physics I,Recitation,Wachman Hall,406,No,No,No,Thursday,No,No,No,01:00�PM,01:50�PM,Afternoon,41,41,Tan Yuen (Primary),,,,,,,,,,,,,,
3112,49329,"BIOE 2201, 004",Main,1.5,Modeling Fundamentals in Bioengineering,Recitation,Wachman Hall,413,Monday,No,No,No,No,No,No,01:00�PM,01:50�PM,Afternoon,8,17,Jonathan A. Gerstenhaber (Primary),,,,,,,,,,,,,,
3114,49333,"BIOE 2202, 004",Main,1.5,Programming Fundamentals in Bioengineering,Recitation,Wachman Hall,413,Monday,No,No,No,No,No,No,01:00�PM,01:50�PM,Afternoon,10,20,Jonathan A. Gerstenhaber (Primary),,,,,,,,,,,,,,
978,28001,"ENGT 4196, 001",Main,3,Capstone Project,Class,Wachman Hall,412,No,No,No,No,No,No,No,01:00�PM,01:50�PM,Afternoon,13,20,Liliana Schwartz (Primary),,,,,,,,,,,,,,
3111,49327,"BIOE 2201, 002",Main,1.5,Modeling Fundamentals in Bioengineering,Recitation,Wachman Hall,413,No,No,No,No,No,No,No,01:00�PM,01:50�PM,Afternoon,16,17,Jonathan A. Gerstenhaber (Primary),,,,,,,,,,,,,,
3113,49331,"BIOE 2202, 002",Main,1.5,Programming Fundamentals in Bioengineering,Recitation,Wachman Hall,413,No,No,No,No,No,No,No,01:00�PM,01:50�PM,Afternoon,20,21,Jonathan A. Gerstenhaber (Primary),,,,,,,,,,,,,,
5465,25890,"MATH 8042, 001",Main,3,Real Analysis II,Class,Wachman Hall,1036,Monday,No,No,No,No,No,No,01:00�PM,02:20�PM,Afternoon,7,19,Irina Mitrea (Primary),,,,,,,,,,,,,,
3663,44391,"MATH 0702, 008",Main,4,Intermediate Algebra,Class,Wachman Hall,206,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,39,39,Chafika Moussaoui  Scott A. Stringfellow (Primary),,,,,,,,,,,,,,
3690,47095,"MATH 1021, 015",Main,4,College Algebra,Class,Wachman Hall,207,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,36,37,Durgesh N. Sinha  Nahed Hamid (Primary),,,,,,,,,,,,,,
4055,25886,"MATH 1022, 016",Main,4,Precalculus,Class,Wachman Hall,208,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,35,35,Philip M. Clarke  Ellen Panofsky (Primary),,,,,,,,,,,,,,
4064,3038,"MATH 1041, 003",Main,4,Calculus I,Class,Wachman Hall,212,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,38,38,Wei Wu  Charles Osborne (Primary),,,,,,,,,,,,,,
4081,2751,"MATH 1042, 008",Main,4,Calculus II,Class,Wachman Hall,213,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,31,35,Jeromy Sivek (Primary) Andy Eisenberg,,,,,,,,,,,,,,
4089,22255,"MATH 1942, 002",Main,4,Honors Calculus II,Class,Wachman Hall,306,Monday,No,No,No,Friday,No,No,01:20�PM,02:30�PM,Afternoon,35,35,Charles Osborne (Primary),,,,,,,,,,,,,,
3656,5520,"MATH 0701, 002",Main,4,Basic Mathematics for Today's World,Class,Wachman Hall,407,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,46,47,Kenneth Ruff (Primary),,,,,,,,,,,,,,
3666,42505,"MATH 0702, 011",Main,4,Intermediate Algebra,Class,Wachman Hall,213,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,39,39,Sherry L. Teti  Scott A. Stringfellow (Primary),,,,,,,,,,,,,,
3685,2076,"MATH 1021, 009",Main,4,College Algebra,Class,Wachman Hall,207,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,37,37,John J. Matulis  Nahed Hamid (Primary),,,,,,,,,,,,,,
3701,5503,"MATH 1022, 010",Main,4,Precalculus,Class,Wachman Hall,208,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,35,35,Jessica Babcock  Ellen Panofsky (Primary),,,,,,,,,,,,,,
4074,2589,"MATH 1041, 014",Main,4,Calculus I,Class,Wachman Hall,212,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,38,38,Charles Osborne (Primary) Irem Altiner,,,,,,,,,,,,,,
4083,20277,"MATH 1042, 010",Main,4,Calculus II,Class,Wachman Hall,11,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,34,35,Scott A. Stringfellow  Jeromy Sivek (Primary),,,,,,,,,,,,,,
6643,31835,"ENG 0802, 054",Main,4,Analytical Reading and Writing,Class,Wachman Hall,313,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,23,23,Rob Faunce (Primary),,,,,,,,,,,,,,
6645,37029,"ENG 0802, 056",Main,4,Analytical Reading and Writing,Class,Wachman Hall,314,No,Tuesday,Wednesday,Thursday,No,No,No,01:30�PM,03:10�PM,Afternoon,23,23,Rimun Murad (Primary),,,,,,,,,,,,,,
464,50113,"PR 3201, 003",Main,3,Law and Ethics in Public Relations,Class,Wachman Hall,114,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,9,25,Catherine Laughlin (Primary),,,,,,,,,,,,,,
2663,42007,"CIS 3211, 001",Main,3,"Automata, Computability, and Languages",Class,Wachman Hall,9,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,28,30,Anthony Hughes (Primary),,,,,,,,,,,,,,
4899,44322,"ECON 1102, 007",Main,3,Microeconomic Principles,Class,Wachman Hall,109,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,39,40,Youngjin Choi (Primary),,,,,,,,,,,,,,
4914,4519,"ECON 1901, 001",Main,3,Honors Macroeconomic Principles,Class,Wachman Hall,108,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,15,22,Joshua Mask (Primary),,,,,,,,,,,,,,
5447,50173,"MATH 3032, 001",Main,3,Mathematical Statistics,Class,Wachman Hall,15,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,30,35,Wei-Shih Yang (Primary),,,,,,,,,,,,,,
6454,49911,"ADV 4034, 001",Main,3,Account Management,Class,Wachman Hall,113,Monday,No,No,No,Friday,No,No,02:00�PM,02:50�PM,Afternoon,8,20,Katherine M. Bex (Primary),,,,,,,,,,,,,,
2709,7799,"ECON 3596, 001",Main,3,"Energy, Ecology, and Economy",Class,Wachman Hall,312,No,Tuesday,Wednesday,No,No,No,No,02:00�PM,03:20�PM,Afternoon,13,20,John A. Sorrentino (Primary),,,,,,,,,,,,,,
4812,7007,"ENST 3596, 001",Main,3,"Energy, Ecology, and Economy",Class,Wachman Hall,312,No,Tuesday,Wednesday,No,No,No,No,02:00�PM,03:20�PM,Afternoon,2,2,John A. Sorrentino (Primary),,,,,,,,,,,,,,
1369,4695,"ENG 0802, 023",Main,4,Analytical Reading and Writing,Class,Wachman Hall,312,Monday,No,No,No,No,No,No,02:00�PM,03:40�PM,Afternoon,23,23,Lisa Grunberger (Primary),,,,,,,,,,,,,,
1370,4696,"ENG 0802, 024",Main,4,Analytical Reading and Writing,Class,Wachman Hall,313,Monday,No,No,No,No,No,No,02:00�PM,03:40�PM,Afternoon,23,23,Stan McDonald (Primary),,,,,,,,,,,,,,
1371,4697,"ENG 0802, 025",Main,4,Analytical Reading and Writing,Class,Wachman Hall,314,Monday,No,No,No,No,No,No,02:00�PM,03:40�PM,Afternoon,23,23,Julie R. Herskovitz (Primary),,,,,,,,,,,,,,
1210,35663,"ADV 2104, 003",Main,3,Personal Branding,Class,Wachman Hall,114,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,30,30,Cheldin Rumer (Primary),,,,,,,,,,,,,,
3078,27347,"MSP 3572, 001",Main,3,Communication and Development,Class,Wachman Hall,308,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,19,25,Sreedhar Nemmani (Primary),,,,,,,,,,,,,,
3183,50797,"SCTC 2396, 702",Main,3,Writing for Science and Technology,Class,Wachman Hall,206,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,14,20,Guillermo D. Ibarrola Recalde (Primary),,,,,,,,,,,,,,
3194,45002,"CTRP 0807, 003",Main,3,"People, Places, and Environment",Class,Wachman Hall,306,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,33,40,Fred Conner (Primary),,,,,,,,,,,,,,
3671,4875,"MATH 1013, 001",Main,3,Elements of Statistics,Class,Wachman Hall,10,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,22,35,Nahed Hamid (Primary),,,,,,,,,,,,,,
4013,7385,"IH 0851, 066",Main,3,Intellectual Heritage I: The Good Life,Class,Wachman Hall,108,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,28,28,Michelle M. Pinto (Primary),,,,,,,,,,,,,,
4059,50085,"MATH 1023, 002",Main,1,Lab for Precalculus,Class,Wachman Hall,307,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,02:50�PM,Afternoon,34,35,Jessica Babcock (Primary) Henry J. Brown,,,,,,,,,,,,,,
4249,50531,"BIOL 3241, 001",Main,3,Genomics and Evolutionary Biology of Parasites and Dependent Species,Class,Wachman Hall,406,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,8,15,Ananias A. Escalante (Primary),,,,,,,,,,,,,,
4878,50327,"ECON 1101, 005",Main,3,Macroeconomic Principles,Class,Wachman Hall,109,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,37,40,Mohsen Fardmanesh (Primary),,,,,,,,,,,,,,
5435,50532,"BIOL 5241, 001",Main,3,Genomics and Evolutionary Biology of Parasites and Dependent Species,Class,Wachman Hall,406,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,0,5,Ananias A. Escalante (Primary),,,,,,,,,,,,,,
5478,50122,"MATH 9210, 001",Main,3,Topics in Numerical Analysis,Class,Wachman Hall,527,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,5,19,Gillian Queisser (Primary),,,,,,,,,,,,,,
5504,7385,"IH 0851, 066",Main,3,Intellectual Heritage I: The Good Life,Class,Wachman Hall,108,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,28,28,Michelle M. Pinto (Primary),,,,,,,,,,,,,,
6163,10392,"ENVT 0845, 015",Main,3,The Environment,Class,Wachman Hall,15,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,30,30,Donna M. Suevo (Primary),,,,,,,,,,,,,,
6422,46919,"ADV 2141, 005",Main,3,Introduction to Brand Strategy and Research,Class,Wachman Hall,113,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,34,35,Ryan Eanes (Primary),,,,,,,,,,,,,,
6455,49912,"ADV 4034, 002",Main,3,Account Management,Class,Wachman Hall,413,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,12,20,Brian J. Zaslow (Primary),,,,,,,,,,,,,,
6474,7385,"IH 0851, 066",Main,3,Intellectual Heritage I: The Good Life,Class,Wachman Hall,108,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,28,28,Michelle M. Pinto (Primary),,,,,,,,,,,,,,
7338,49862,"ENGR 2196, 004",Main,3,Technical Communication,Class,Wachman Hall,412,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,13,20,Matthew Held (Primary),,,,,,,,,,,,,,
3657,30464,"MATH 0702, 001",Main,4,Intermediate Algebra,Class,Wachman Hall,206,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,39,39,Chafika Moussaoui  Scott A. Stringfellow (Primary),,,,,,,,,,,,,,
3682,35941,"MATH 1021, 006",Main,4,College Algebra,Class,Wachman Hall,207,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,37,37,Nahed Hamid (Primary) Rolando Placeres Jiménez,,,,,,,,,,,,,,
3697,2574,"MATH 1022, 006",Main,4,Precalculus,Class,Wachman Hall,212,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,35,35,Meredith Hegg  Ellen Panofsky (Primary),,,,,,,,,,,,,,
3699,41356,"MATH 1022, 008",Main,4,Precalculus,Class,Wachman Hall,213,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,35,35,Philip M. Clarke  Ellen Panofsky (Primary),,,,,,,,,,,,,,
4069,2585,"MATH 1041, 009",Main,4,Calculus I,Class,Wachman Hall,306,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,38,38,Charles Osborne (Primary) Paul Rapoport,,,,,,,,,,,,,,
4082,8446,"MATH 1042, 009",Main,4,Calculus II,Class,Wachman Hall,307,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,23,35,Jeromy Sivek (Primary) Andy Eisenberg,,,,,,,,,,,,,,
4097,3039,"MATH 2043, 004",Main,4,Calculus III,Class,Wachman Hall,308,Monday,No,No,No,Friday,No,No,02:40�PM,03:50�PM,Afternoon,32,35,Farzana Chaudhry (Primary) Maria E. Lorenz,,,,,,,,,,,,,,
6447,49909,"ADV 3101, 001",Main,3,Creative Thinking for Advertising,Class,Wachman Hall,113,Monday,No,No,No,Friday,No,No,03:00�PM,03:50�PM,Afternoon,28,30,Steven V. DiMeo (Primary),,,,,,,,,,,,,,
6573,2398,"THTR 4097, 001",Main,3,World of the Play,Class,Wachman Hall,114,Monday,No,No,No,Friday,No,No,03:00�PM,03:50�PM,Afternoon,11,20,David Ingram (Primary),,,,,,,,,,,,,,
434,7210,"FMA 2396, 003",Main,4,Screenwriting I,Lecture,Wachman Hall,407,No,Tuesday,Wednesday,No,No,No,No,03:30�PM,05:10�PM,Afternoon,14,16,Wendi Grantham (Primary) Abigail Rodriguez,,,,,,,,,,,,,,
3162,36694,"SCTC 1301, 701",Main,2,Problem Solving in Science,Class,Wachman Hall,408,No,Tuesday,Wednesday,No,No,No,No,03:30�PM,04:50�PM,Afternoon,3,40,Raymond F. Coughlin (Primary),,,,,,,,,,,,,,
3163,36695,"SCTC 1301, 702",Main,2,Problem Solving in Science,Class,Wachman Hall,408,No,Tuesday,Wednesday,No,No,No,No,03:30�PM,04:50�PM,Afternoon,2,40,Raymond F. Coughlin (Primary),,,,,,,,,,,,,,
475,49957,"PR 4501, 001",Main,3,Public Relations Capstone,Class,Wachman Hall,114,No,Tuesday,Wednesday,Thursday,No,No,No,03:30�PM,04:50�PM,Afternoon,22,22,David W. Brown (Primary),,,,,,,,,,,,,,
1179,49898,"ADV 1101, 002",Main,3,Introduction to Media and Society,Class,Wachman Hall,113,No,Tuesday,Wednesday,Thursday,No,No,No,03:30�PM,04:50�PM,Afternoon,29,30,Dana K. Saewitz (Primary),,,,,,,,,,,,,,
